trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
250,1183518,59113196944595853136564498759249990655476535955396111105250785716626440231339,Yes,2026-01-19,2026-03-16,0.64,0.735,1.0,0.09499999999999997,14.843749999999995,56,End of backtest
251,1198479,65741574801229586608638068603746290198737096176008836031498361619593304880051,Yes,2026-01-20,2026-03-16,0.49,0.9995,1.0,0.5095000000000001,103.97959183673471,55,End of backtest
252,1198523,31854335181753634559488390362013221838615332913090764347778302029033656032778,Yes,2026-01-20,2026-03-16,0.585,0.9995,1.0,0.4145000000000001,70.85470085470087,55,End of backtest
253,1198592,22847776714049256442838704546276442358487931494046283003133543149743720105755,Yes,2026-01-20,2026-03-16,0.7,0.9995,1.0,0.2995000000000001,42.785714285714306,55,End of backtest
254,1200889,12788708700359176380862092378573240532797315538185102859615773934992086648634,Yes,2026-01-20,2026-03-16,0.36,0.0005,1.0,-0.3595,-99.86111111111111,55,End of backtest
255,1113927,104024747642645897746605459653401257334130056143857253512724902240828797771116,Yes,2026-01-21,2026-03-16,0.98,0.9995,1.0,0.019500000000000073,1.9897959183673546,54,End of backtest
256,1113928,21981813908375192524243402792929664260353676873745998352519476785258882556091,Yes,2026-01-21,2026-03-16,0.9935,0.9995,1.0,0.006000000000000005,0.6039255158530453,54,End of backtest
257,1242468,1950405384530061134764993884919782023239957865196702044973774453745605743827,Yes,2026-01-22,2026-03-16,0.73,0.9765,1.0,0.24650000000000005,33.76712328767124,53,End of backtest
258,1242469,33426913452076684797208039803161216743277773257653774512734045538330572460402,Yes,2026-01-22,2026-03-16,0.755,0.988,1.0,0.23299999999999998,30.86092715231788,53,End of backtest
259,1242470,79141079610518112586265428895047198793615121376838848175804906337825202443290,Yes,2026-01-22,2026-03-16,0.775,0.982,1.0,0.20699999999999996,26.709677419354833,53,End of backtest
260,1250582,114124908308155690607429928412375081987315496557547618359166831545915027210442,Yes,2026-01-23,2026-03-16,0.38,0.64,1.0,0.26,68.42105263157895,52,End of backtest
261,1250583,34640299987368275118997246377594071893261230621587486495297674933452715640067,Yes,2026-01-23,2026-03-16,0.505,0.88,1.0,0.375,74.25742574257426,52,End of backtest
262,1250584,64840226212805935191170989375885583925017818944494137800620457959713645047511,Yes,2026-01-23,2026-03-16,0.77,0.855,1.0,0.08499999999999996,11.038961038961034,52,End of backtest
263,1272952,82294751598077667491271498379806101533312360915991213444640730869652915877655,Yes,2026-01-27,2026-03-16,0.555,0.315,1.0,-0.24000000000000005,-43.24324324324324,48,End of backtest
264,1279026,63017006327209940687114947660699589524984049998224424525006480589552718181761,Yes,2026-01-27,2026-03-16,0.61,0.9995,1.0,0.38950000000000007,63.85245901639346,48,End of backtest
265,1279027,80359482210549819805303810005797651518487063497382460769334003228969782708354,Yes,2026-01-27,2026-03-16,0.7,0.9995,1.0,0.2995000000000001,42.785714285714306,48,End of backtest
266,1267283,35521662858420599195009649667296023989769391322103732268995579937702059630612,Yes,2026-01-27,2026-03-16,0.58,0.555,1.0,-0.02499999999999991,-4.310344827586192,48,End of backtest
267,1267282,216038017289262425148072353320627549161767594084936139712803607732862427975,Yes,2026-01-27,2026-03-16,0.46,0.12,1.0,-0.34,-73.91304347826087,48,End of backtest
268,1271609,60286955786043151693345666650108482304749579296506156528439472517421304337080,Yes,2026-01-27,2026-03-16,0.995,0.9995,1.0,0.0045000000000000595,0.45226130653266927,48,End of backtest
269,1271608,35673080838510021991060091603642188846039101420832165732095547163012367753836,Yes,2026-01-27,2026-03-16,0.9905,0.9995,1.0,0.009000000000000008,0.9086320040383652,48,End of backtest
270,1271607,93035833455873006474218491482237575545494589935919566145925825035983052060766,Yes,2026-01-27,2026-03-16,0.984,0.9995,1.0,0.01550000000000007,1.5752032520325274,48,End of backtest
