trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
79,1006891,5981467167337369508445338583735097462549984441837264656582884574156154873607,No,2026-01-29,2026-01-30,0.978,0.9845,-21.0,-0.13650000000000162,0.0,1,Market resolved
80,1249612,114888090295963914109351233673050855877211364813285873821519059747395932553280,No,2026-01-29,2026-01-30,0.755,0.875,-28.0,-3.3599999999999994,0.0,1,Market resolved
81,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-01-29,2026-01-30,0.92,0.91,-23.0,0.23000000000000043,0.0,1,Market resolved
82,898158,30869742297179083428012707484384437703593546222543985526270039534110770287512,No,2025-12-08,2026-01-31,0.24,0.0005,113.0,-27.063499999999998,-99.79166666666667,54,Market resolved
83,898160,32952558131634392114901415289004721408814629628880764173116638525192728578959,No,2025-12-08,2026-01-31,0.255,0.0005,209.0,-53.1905,-99.80392156862746,54,Market resolved
84,898162,71507489810831224659628699646401718111458379764689381938639906090494552368132,No,2025-12-08,2026-01-31,0.205,0.0005,260.0,-53.169999999999995,-99.7560975609756,54,Market resolved
85,916440,98590363695810976489755414330258191966783137178752226225745237702303580425394,No,2025-12-11,2026-01-31,0.84,0.0005,-33.0,27.7035,0.0,51,Market resolved
86,916439,37001804968860851367243464665199470319085018043145727691764016566365815027981,No,2025-12-13,2026-01-31,0.575,0.0005,-36.0,20.682,0.0,49,Market resolved
87,1029716,31207987922086756662599125542932674191592931246121087219409718634137403380993,No,2025-12-29,2026-01-31,0.305,0.0005,71.0,-21.619500000000002,-99.8360655737705,33,Market resolved
88,1106788,14545045993291917574019351173468772432593484086253157145001635920204306307898,No,2026-01-04,2026-01-31,0.39,0.825,64.0,27.839999999999996,111.53846153846152,27,Market resolved
89,1096654,88651841687201193276477911762289786016219161504502184707255065224738250251238,No,2026-01-04,2026-01-31,0.695,0.9995,-35.0,-10.657500000000002,0.0,27,Market resolved
90,1096705,16122021138597646140031008197723413124925753490757391731686651060096810739404,No,2026-01-04,2026-01-31,0.87,0.9995,-28.0,-3.6260000000000012,0.0,27,Market resolved
91,1083336,23074956365265026108601978983386145818296965286925493132956052187681285768782,No,2026-01-05,2026-01-31,0.915,0.9995,-13.0,-1.0985000000000014,0.0,26,Market resolved
92,1083341,56886478413601972650759705143985845228695959049828710260986608579207062786514,No,2026-01-05,2026-01-31,0.68,0.9995,-18.0,-5.7509999999999994,0.0,26,Market resolved
93,1114203,63936500481663834926944960788933316943382552476637487906998029827305407706287,No,2026-01-05,2026-01-31,0.49,0.645,50.0,7.75,31.63265306122449,26,Market resolved
94,1060078,80310316334570144651468235744434303510420375889523017220140849038790784956644,No,2026-01-05,2026-01-31,0.265,0.345,93.0,7.440000000000001,30.188679245283023,26,Market resolved
95,1060079,84179647029696184569295249591902766504666878402456968340436905262047026883194,No,2026-01-05,2026-01-31,0.695,0.9995,-35.0,-10.657500000000002,0.0,26,Market resolved
96,1060097,108442495338370957366378746296888045288448326581141701299397262462664678095305,No,2026-01-09,2026-01-31,0.9855,0.9995,-15.0,-0.21000000000000085,0.0,22,Market resolved
97,1060098,7497024968842843039622534424872919500838383960496899628363092852670922802635,No,2026-01-09,2026-01-31,0.8715,0.9995,-17.0,-2.176000000000002,0.0,22,Market resolved
98,1114178,77461273974626830741815175007756058084552004172368895092576470475026369120724,No,2026-01-09,2026-01-31,0.425,0.69,36.0,9.539999999999997,62.35294117647058,22,Market resolved
